Application,Channel,Clicks,Contact,Conversions,Date,Download,Free Trial,Impressions,Market,Other Activity,Other Dynamic Floodlight,Product,Publisher,Purchase,Social Platform Conversions,Solution,Spend,Spend Local
0,SEARCH,2,0,0,2018-12-04,0,0,21,ES,17,0,Awareness,Google AdWords,0,0,Awareness,0.81,0.94
0,SEARCH,23,0,0,2018-12-05,0,0,541,ES,40,0,Awareness,Bing Ads,0,0,Awareness,9.24,10.75
0,SEARCH,0,0,0,2018-12-05,0,0,14,ES,8,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,11,0,0,2018-12-06,0,0,258,ES,14,0,Awareness,Bing Ads,0,0,Awareness,4.41,5.12
0,SEARCH,0,0,0,2018-12-06,0,0,2,ES,29,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,15,0,0,2018-12-07,0,0,386,ES,13,0,Awareness,Bing Ads,0,0,Awareness,5.01,5.82
0,SEARCH,0,0,0,2018-12-07,0,0,10,ES,2,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,11,0,0,2018-12-08,0,0,223,ES,10,0,Awareness,Bing Ads,0,0,Awareness,3.93,4.58
0,SEARCH,0,0,0,2018-12-08,0,0,4,ES,2,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,8,0,0,2018-12-09,0,0,188,ES,4,0,Awareness,Bing Ads,0,0,Awareness,2.19,2.54
0,SEARCH,0,0,0,2018-12-09,0,0,3,ES,1,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,26,0,0,2018-12-10,0,0,724,ES,61,0,Awareness,Bing Ads,0,0,Awareness,6.44,7.5
0,SEARCH,0,0,0,2018-12-10,0,0,10,ES,9,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,20,0,0,2018-12-11,0,0,684,ES,30,0,Awareness,Bing Ads,0,0,Awareness,6.46,7.52
0,SEARCH,0,0,0,2018-12-11,0,0,6,ES,15,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,32,1,1,2018-12-12,0,0,670,ES,53,1,Awareness,Bing Ads,0,0,Awareness,14.8,17.2
0,SEARCH,0,0,0,2018-12-12,0,0,6,ES,3,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,23,0,0,2018-12-13,0,0,675,ES,34,0,Awareness,Bing Ads,0,0,Awareness,8.95,10.4
0,SEARCH,0,0,0,2018-12-13,0,0,11,ES,1,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,25,0,0,2018-12-14,0,0,551,ES,40,0,Awareness,Bing Ads,0,0,Awareness,11.51,13.38
0,SEARCH,0,0,0,2018-12-14,0,0,4,ES,4,0,Awareness,Google AdWords,0,0,Awareness,0,0
0,SEARCH,10,0,0,2018-12-15,0,0,197,ES,13,0,Awareness,Bing Ads,0,0,Awareness,3.34,3.88
0,SEARCH,1,0,0,2018-12-15,0,0,5,ES,1,0,Awareness,Google AdWords,0,0,Awareness,0.46,0.54
0,SEARCH,8,0,0,2018-12-16,0,0,217,ES,7,0,Awareness,Bing Ads,0,0,Awareness,3.48,4.05
0,SEARCH,1,0,0,2018-12-16,0,0,10,ES,4,0,Awareness,Google AdWords,0,0,Awareness,0.38,0.44
0,SEARCH,32,0,0,2018-12-17,0,0,719,ES,46,0,Awareness,Bing Ads,0,0,Awareness,12.87,14.95
0,SEARCH,4,0,0,2018-12-17,0,0,174,ES,5,0,Awareness,Google AdWords,0,0,Awareness,1.63,1.9
0,SEARCH,21,0,0,2018-12-18,0,0,591,ES,25,0,Awareness,Bing Ads,0,0,Awareness,7.36,8.56
0,SEARCH,4,0,0,2018-12-18,0,0,239,ES,11,0,Awareness,Google AdWords,0,0,Awareness,2.62,3.05
0,SEARCH,27,0,0,2018-12-19,0,0,634,ES,35,0,Awareness,Bing Ads,0,0,Awareness,13.91,16.17
0,SEARCH,8,0,0,2018-12-19,0,0,215,ES,26,0,Awareness,Google AdWords,0,0,Awareness,5.02,5.84
0,SEARCH,26,0,0,2018-12-20,0,0,535,ES,33,0,Awareness,Bing Ads,0,0,Awareness,6.92,8.05
0,SEARCH,1,0,0,2018-12-20,0,0,169,ES,9,0,Awareness,Google AdWords,0,0,Awareness,1.11,1.29
0,SEARCH,15,0,0,2018-12-21,0,0,355,ES,25,0,Awareness,Bing Ads,0,0,Awareness,5.99,6.97
0,SEARCH,3,0,0,2018-12-21,0,0,82,ES,5,0,Awareness,Google AdWords,0,0,Awareness,2.2,2.56
0,DISPLAY,9,0,0,2018-12-01,0,0,0,ES,6,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-02,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-02,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-02,0,0,1,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,13,0,0,2018-12-02,0,0,0,ES,8,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-03,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-03,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,5,0,0,2018-12-03,0,0,0,ES,5,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-04,0,0,1,ES,0,0,Accounting,EMMDatacentric ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-04,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,13,0,0,2018-12-04,0,0,0,ES,15,1,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-05,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,7,0,0,2018-12-05,0,0,0,ES,13,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-06,0,0,3,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,7,0,0,2018-12-06,0,0,0,ES,12,1,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-07,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-07,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,1,0,0,2018-12-07,0,0,0,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,4,0,0,2018-12-07,0,0,0,ES,4,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-08,0,0,3,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,2,0,0,2018-12-08,0,0,0,ES,3,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-09,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,7,0,0,2018-12-09,0,0,0,ES,7,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-10,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,20,0,0,2018-12-10,0,0,0,ES,19,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-11,0,0,3,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,9,0,0,2018-12-11,0,0,0,ES,13,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-12,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-12,0,0,1,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,13,0,0,2018-12-12,0,0,0,ES,11,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-13,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,10,0,0,2018-12-13,0,0,0,ES,10,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-14,0,0,1,ES,0,0,Accounting,EMMDatacentric ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-14,0,0,4,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,5,0,0,2018-12-14,0,0,0,ES,6,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-15,0,0,4,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,4,0,0,2018-12-15,0,0,0,ES,5,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-16,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,4,0,0,2018-12-16,0,0,0,ES,1,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,7,0,0,2018-12-17,0,0,0,ES,8,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-18,0,0,2,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-18,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,9,0,0,2018-12-18,0,0,0,ES,8,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,12,0,0,2018-12-19,0,0,0,ES,17,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,1,0,0,2018-12-20,0,0,1,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,12,0,0,2018-12-20,0,0,0,ES,20,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-21,0,0,2,ES,0,0,Accounting,EMMDatacentric ,0,0,Accounting,0,0
0,DISPLAY,1,0,0,2018-12-21,0,0,4,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,5,0,0,2018-12-21,0,0,0,ES,7,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-22,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-22,0,0,2,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,3,0,0,2018-12-22,0,0,0,ES,0,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-23,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,2,0,0,2018-12-23,0,0,0,ES,4,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-24,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,4,0,0,2018-12-24,0,0,0,ES,9,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,3,0,0,2018-12-25,0,0,0,ES,1,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-26,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-26,0,0,1,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,9,0,0,2018-12-26,0,0,0,ES,13,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-27,0,0,2,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,16,0,0,2018-12-27,0,0,0,ES,20,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,12,0,0,2018-12-28,0,0,0,ES,14,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-29,0,0,3,ES,0,0,Accounting,EMMEmailingNetworkES ,0,0,Accounting,0,0
0,DISPLAY,2,0,0,2018-12-29,0,0,0,ES,2,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-30,0,0,1,ES,0,0,Accounting,EMMCEPYME ,0,0,Accounting,0,0
0,DISPLAY,11,0,0,2018-12-30,0,0,0,ES,10,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-31,0,0,1,ES,0,0,Accounting,EMMDatacentric ,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-31,0,0,1,ES,0,0,Accounting,EMMSunMediaES ,0,0,Accounting,0,0
0,DISPLAY,5,0,0,2018-12-31,0,0,0,ES,3,0,Accounting,pymesyautonomos.com,0,0,Accounting,0,0
0,DISPLAY,0,0,0,2018-12-01,0,0,33,ES,30,0,Brand,Supercontable,0,0,Brand,0.08133966,0.094581
0,DISPLAY,0,0,0,2018-12-02,0,0,14,ES,34,0,Brand,Supercontable,0,0,Brand,0.0347655,0.040425
0,DISPLAY,2,0,0,2018-12-03,0,0,66,ES,134,0,Brand,Supercontable,0,0,Brand,0.17523102,0.203757
0,DISPLAY,0,0,0,2018-12-04,0,0,2,ES,0,0,Brand,EMM@Sosfe,0,0,Brand,0,0
0,DISPLAY,0,0,0,2018-12-04,0,0,73,ES,249,0,Brand,Supercontable,0,0,Brand,0.19165272,0.222852
0,DISPLAY,1,0,0,2018-12-05,0,0,53,ES,177,0,Brand,Supercontable,0,0,Brand,0.14240052,0.165582
0,DISPLAY,0,0,0,2018-12-06,0,0,1,ES,0,0,Brand,PMPVocento ,0,0,Brand,0,0
0,DISPLAY,2,1,1,2018-12-06,0,0,11,ES,48,0,Brand,Supercontable,0,0,Brand,0.02473532,0.028762
0,DISPLAY,0,0,0,2018-12-07,0,0,17,ES,32,0,Brand,Supercontable,0,0,Brand,0.04055846,0.047161
0,DISPLAY,1,0,0,2018-12-08,0,0,48,ES,35,0,Brand,Supercontable,0,0,Brand,0.12635636,0.146926
0,DISPLAY,3,0,0,2018-12-09,0,0,36,ES,12,0,Brand,Supercontable,0,0,Brand,0.09716366,0.112981
0,DISPLAY,1,0,0,2018-12-10,0,0,82,ES,68,0,Brand,Supercontable,0,0,Brand,0.2177262,0.25317
0,DISPLAY,0,0,0,2018-12-11,0,0,64,ES,71,0,Brand,Supercontable,0,0,Brand,0.16178148,0.188118
0,DISPLAY,4,0,0,2018-12-12,0,0,52,ES,53,0,Brand,Supercontable,0,0,Brand,0.13660584,0.158844
0,DISPLAY,0,0,0,2018-12-13,0,0,242,ES,34,0,Brand,Supercontable,0,0,Brand,0.62771572,0.729902
0,DISPLAY,0,0,0,2018-12-14,0,0,53,ES,4,0,Brand,Supercontable,0,0,Brand,0.1450777,0.168695
0,DISPLAY,0,0,0,2018-12-15,0,0,12,ES,9,0,Brand,Supercontable,0,0,Brand,0.02607262,0.030317
0,DISPLAY,0,0,0,2018-12-16,0,0,14,ES,5,0,Brand,Supercontable,0,0,Brand,0.03632382,0.042237
0,DISPLAY,0,0,0,2018-12-17,0,0,1,ES,0,0,Brand,EMM@Sosfe,0,0,Brand,0,0
0,DISPLAY,4,0,0,2018-12-17,0,0,97,ES,30,0,Brand,Supercontable,0,0,Brand,0.26230086,0.305001
0,DISPLAY,0,0,0,2018-12-18,0,0,1,ES,0,0,Brand,EMM@Sosfe,0,0,Brand,0,0
0,DISPLAY,2,0,0,2018-12-18,0,0,84,ES,98,0,Brand,Supercontable,0,0,Brand,0.22463888,0.261208
0,DISPLAY,1,0,0,2018-12-19,0,0,51,ES,49,0,Brand,Supercontable,0,0,Brand,0.13906286,0.161701
0,DISPLAY,0,0,0,2018-12-20,0,0,1,ES,0,0,Brand,PMPVocento ,0,0,Brand,0,0
0,DISPLAY,0,0,0,2018-12-20,0,0,149,ES,43,0,Brand,Supercontable,0,0,Brand,0.40716012,0.473442
0,DISPLAY,3,0,0,2018-12-21,0,0,33,ES,15,0,Brand,Supercontable,0,0,Brand,0.08401598,0.097693
0,DISPLAY,1,0,0,2018-12-22,0,0,42,ES,7,0,Brand,Supercontable,0,0,Brand,0.10719384,0.124644
0,DISPLAY,0,0,0,2018-12-23,0,0,7,ES,14,0,Brand,Supercontable,0,0,Brand,0.01738232,0.020212
0,DISPLAY,0,0,0,2018-12-24,0,0,16,ES,3,0,Brand,Supercontable,0,0,Brand,0.05400198,0.062793
0,DISPLAY,0,0,0,2018-12-25,0,0,23,ES,0,0,Brand,Supercontable,0,0,Brand,0.06373632,0.074112
0,DISPLAY,0,0,0,2018-12-26,0,0,24,ES,18,0,Brand,Supercontable,0,0,Brand,0.05950082,0.069187
0,DISPLAY,2,0,0,2018-12-27,0,0,53,ES,19,0,Brand,Supercontable,0,0,Brand,0.13772298,0.160143
0,DISPLAY,3,0,0,2018-12-28,0,0,52,ES,9,0,Brand,Supercontable,0,0,Brand,0.13006984,0.151244
0,DISPLAY,0,0,0,2018-12-29,0,0,1,ES,0,0,Brand,PMPVocento ,0,0,Brand,0,0
0,DISPLAY,0,0,0,2018-12-29,0,0,25,ES,0,0,Brand,Supercontable,0,0,Brand,0.06373718,0.074113
0,DISPLAY,0,0,0,2018-12-30,0,0,12,ES,3,0,Brand,Supercontable,0,0,Brand,0.0318673,0.037055
0,DISPLAY,0,0,0,2018-12-31,0,0,23,ES,2,0,Brand,Supercontable,0,0,Brand,0.06373632,0.074112
0,DISPLAY,1,0,0,2018-12-02,0,0,0,ES,1,0,Business Management Solution,EMMSunMediaES ,0,0,Business Management Solution,0,0
0,DISPLAY,2,0,0,2018-12-12,0,0,0,ES,2,0,Business Management Solution,EMMSunMediaES ,0,0,Business Management Solution,0,0
0,DISPLAY,1,0,0,2018-12-22,0,0,0,ES,0,0,Business Management Solution,DAA Contenidos,0,0,Business Management Solution,0,0
0,DISPLAY,0,0,0,2018-12-01,0,0,560,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,21.672,25.2
0,DISPLAY,70,0,0,2018-12-01,0,0,36190,ES,82,0,Enterprise Management,RTB@NEO,0,0,Enterprise Management,71.16690232,82.752212
0,DISPLAY,0,0,0,2018-12-02,0,0,663,ES,3,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,25.6581,29.835
0,DISPLAY,65,0,0,2018-12-02,0,0,37500,ES,166,2,Enterprise Management,RTB@NEO,0,0,Enterprise Management,73.6741016,85.66756
0,DISPLAY,1,0,0,2018-12-03,0,0,1224,ES,1,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,47.3688,55.08
0,DISPLAY,56,0,0,2018-12-03,0,0,40000,ES,231,0,Enterprise Management,RTB@NEO,0,0,Enterprise Management,77.98722262,90.682817
0,DISPLAY,0,0,0,2018-12-04,0,0,1054,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,40.7898,47.43
0,DISPLAY,41,0,0,2018-12-04,0,0,39694,ES,225,3,Enterprise Management,RTB@NEO,0,0,Enterprise Management,78.2036528,90.93448
0,DISPLAY,2,0,0,2018-12-05,0,0,1576,ES,2,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,60.9912,70.92
0,DISPLAY,44,0,0,2018-12-05,0,0,36137,ES,199,2,Enterprise Management,RTB@NEO,0,0,Enterprise Management,75.80213118,88.142013
0,DISPLAY,0,0,0,2018-12-06,0,0,944,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,36.5328,42.48
0,DISPLAY,37,0,0,2018-12-06,0,0,27974,ES,95,3,Enterprise Management,RTB@NEO,0,0,Enterprise Management,78.9328425,91.782375
0,DISPLAY,1,0,0,2018-12-07,0,0,1508,ES,1,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,58.3596,67.86
0,DISPLAY,44,0,0,2018-12-07,0,0,36501,ES,145,2,Enterprise Management,RTB@NEO,0,0,Enterprise Management,103.4510254,120.29189
0,DISPLAY,0,0,0,2018-12-08,0,0,378,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,14.6286,17.01
0,DISPLAY,51,0,0,2018-12-08,0,0,35904,ES,67,1,Enterprise Management,RTB@NEO,0,0,Enterprise Management,104.8011377,121.861788
0,DISPLAY,0,0,0,2018-12-09,0,0,790,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,30.573,35.55
0,DISPLAY,51,0,0,2018-12-09,0,0,36564,ES,82,0,Enterprise Management,RTB@NEO,0,0,Enterprise Management,106.3419412,123.65342
0,DISPLAY,0,0,0,2018-12-10,0,0,1356,ES,0,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,52.4772,61.02
0,DISPLAY,0,0,0,2018-12-10,0,0,0,ES,1,0,Enterprise Management,PremiumDirectorTic,0,0,Enterprise Management,0,0
0,DISPLAY,42,0,0,2018-12-10,0,0,37654,ES,245,0,Enterprise Management,RTB@NEO,0,0,Enterprise Management,106.6028609,123.956815
0,DISPLAY,3,0,0,2018-12-11,0,0,1778,ES,3,0,Enterprise Management,PremiumChannelbiz,0,0,Enterprise Management,68.8086,80.01
0,DISPLAY,2,0,0,2018-12-11,0,0,0,ES,2,0,Enterprise Management,PremiumDirectorTic,0,0,Enterprise Management,0,0
0,SEARCH,7,0,0,2018-12-18,0,0,96,WA,6,0,Accountants,Google AdWords,0,0,Accountants,6.37,106.1
0,SEARCH,9,0,0,2018-12-19,0,0,83,WA,,0,Accountants,Google AdWords,0,0,Accountants,7.11,118.27
0,SEARCH,7,0,0,2018-12-20,0,0,66,WA,6,0,Accountants,Google AdWords,0,0,Accountants,6.86,114.24
0,SEARCH,1,0,0,2018-12-21,0,0,35,WA,3,0,Accountants,Google AdWords,0,0,Accountants,1.48,24.72
0,SEARCH,5,0,0,2018-12-22,0,0,36,WA,,0,Accountants,Google AdWords,0,0,Accountants,6.85,114.15
0,SEARCH,1,0,0,2018-12-23,0,0,35,WA,,0,Accountants,Google AdWords,0,0,Accountants,0.46,7.62
0,SEARCH,4,0,0,2018-12-24,0,0,66,WA,,0,Accountants,Google AdWords,0,0,Accountants,1.08,17.95
0,SEARCH,2,0,0,2018-12-25,0,0,29,WA,7,0,Accountants,Google AdWords,0,0,Accountants,1.33,22.09
0,SEARCH,0,0,0,2018-12-26,0,0,25,WA,,0,Accountants,Google AdWords,0,0,Accountants,0,0
0,SEARCH,7,0,0,2018-12-27,0,0,44,WA,,0,Accountants,Google AdWords,0,0,Accountants,8.43,140.53
0,SEARCH,3,0,0,2018-12-28,0,0,52,WA,,0,Accountants,Google AdWords,0,0,Accountants,4.27,71.17
0,SEARCH,1,0,0,2018-12-29,0,0,42,WA,13,0,Accountants,Google AdWords,0,0,Accountants,0.39,6.5
0,SEARCH,2,0,0,2018-12-30,0,0,24,WA,,0,Accountants,Google AdWords,0,0,Accountants,1.63,27.14
0,SEARCH,5,0,0,2018-12-31,0,0,32,WA,,0,Accountants,Google AdWords,0,0,Accountants,4.38,72.92
0,SEARCH,63,0,2,2018-12-01,0,2,679,WA,56,0,Accounting,Google AdWords,0,0,Accounting,28.02,466.88
0,SEARCH,65,0,2,2018-12-02,0,2,706,WA,42,0,Accounting,Google AdWords,0,0,Accounting,28.39,473.04
0,SEARCH,90,0,4,2018-12-03,0,4,1052,WA,114,0,Accounting,Google AdWords,0,0,Accounting,39.29,654.93
0,SEARCH,89,0,6,2018-12-04,0,6,998,WA,83,0,Accounting,Google AdWords,0,0,Accounting,42.97,716.05
0,SEARCH,97,0,1,2018-12-05,0,1,955,WA,125,0,Accounting,Google AdWords,0,0,Accounting,49.7,828.46
0,SEARCH,81,0,13,2018-12-06,0,13,906,WA,85,0,Accounting,Google AdWords,0,0,Accounting,42.72,711.88
0,SEARCH,92,0,9,2018-12-07,0,9,848,WA,48,0,Accounting,Google AdWords,0,0,Accounting,47.8,796.79
0,SEARCH,60,0,9,2018-12-08,0,9,619,WA,13,0,Accounting,Google AdWords,0,0,Accounting,30.85,513.97
0,SEARCH,49,0,4,2018-12-09,0,4,536,WA,25,0,Accounting,Google AdWords,0,0,Accounting,24.45,407.65
0,SEARCH,103,0,6,2018-12-10,0,6,985,WA,160,0,Accounting,Google AdWords,2,0,Accounting,54.5,908.67
0,SEARCH,93,0,5,2018-12-11,0,5,1064,WA,153,0,Accounting,Google AdWords,3,0,Accounting,48.8,813.31
0,SEARCH,74,0,3,2018-12-12,0,3,869,WA,95,0,Accounting,Google AdWords,0,0,Accounting,42.16,702.9
0,SEARCH,85,0,17,2018-12-13,0,17,909,WA,72,0,Accounting,Google AdWords,1,0,Accounting,42.78,713.04
0,SEARCH,64,0,0,2018-12-14,0,0,857,WA,67,0,Accounting,Google AdWords,0,0,Accounting,34.3,571.76
0,SEARCH,36,0,5,2018-12-15,0,5,528,WA,7,0,Accounting,Google AdWords,0,0,Accounting,18.84,313.9
0,SEARCH,32,0,0,2018-12-16,0,0,491,WA,9,0,Accounting,Google AdWords,0,0,Accounting,18.82,313.75
0,SEARCH,67,0,0,2018-12-17,0,0,822,WA,96,0,Accounting,Google AdWords,0,0,Accounting,34.37,572.2
0,SEARCH,74,0,5,2018-12-18,0,5,855,WA,50,0,Accounting,Google AdWords,0,0,Accounting,38.19,636.62
0,SEARCH,95,0,1,2018-12-19,0,1,863,WA,101,0,Accounting,Google AdWords,0,0,Accounting,50.8,846.3
0,SEARCH,68,0,7,2018-12-20,0,7,822,WA,80,0,Accounting,Google AdWords,0,0,Accounting,31.26,520.89
0,SEARCH,53,0,8,2018-12-21,0,8,672,WA,77,0,Accounting,Google AdWords,0,0,Accounting,28.46,474.29
0,SEARCH,38,0,0,2018-12-22,0,0,455,WA,9,0,Accounting,Google AdWords,0,0,Accounting,20.63,343.79
0,SEARCH,30,0,7,2018-12-23,0,7,436,WA,5,0,Accounting,Google AdWords,0,0,Accounting,16,266.5
0,SEARCH,31,0,4,2018-12-24,0,4,493,WA,42,0,Accounting,Google AdWords,0,0,Accounting,15.3,254.91
0,SEARCH,22,0,2,2018-12-25,0,2,316,WA,25,0,Accounting,Google AdWords,0,0,Accounting,8.82,146.78
0,SEARCH,35,0,2,2018-12-26,0,2,426,WA,16,0,Accounting,Google AdWords,0,0,Accounting,17.95,299.34
0,SEARCH,54,0,1,2018-12-27,0,1,676,WA,56,0,Accounting,Google AdWords,0,0,Accounting,31.76,529.27
0,SEARCH,51,0,2,2018-12-28,0,2,598,WA,48,0,Accounting,Google AdWords,0,0,Accounting,29.12,485.12
0,SEARCH,41,0,3,2018-12-29,0,3,469,WA,27,0,Accounting,Google AdWords,0,0,Accounting,22.17,369.41
0,SEARCH,40,0,9,2018-12-30,0,9,473,WA,6,0,Accounting,Google AdWords,0,0,Accounting,22.66,377.51
0,SEARCH,51,0,6,2018-12-31,0,6,585,WA,31,0,Accounting,Google AdWords,0,0,Accounting,23.38,389.33
0,SEARCH,41,0,0,2018-12-01,0,0,464,WA,,0,Brand,Google AdWords,0,0,Brand,17.78,296.31
